year,county,contamination_proportion
2000,Los Angeles,0.006166326737986383
2000,Marathon,0.0
2000,Jessamine,0.0
2000,Sierra,0.0
2000,Summit,0.08330741547074244
2000,Green,0.0
2000,San Miguel,0.23006743355811185
2000,Stanton,0.0
2000,Wayne,0.05440943096803446
2000,Orange,0.0
2000,Shawano,0.01910486208006869
2000,Essex,0.0
2000,Alpine,0.0
2000,Montgomery,0.0
2000,Alameda,0.0
2000,Yolo,0.0
2000,Wakulla,0.0
2000,Itasca,0.0
2000,Nicholas,0.0
2000,Pocahontas,0.029947916666666668
2000,Humboldt,0.0
2000,Laclede,0.0
2000,Warren,0.0
2000,Greene,0.0
2000,Amador,0.0
2000,Las Animas,0.0
2000,Duchesne,0.0
2000,Adair,0.008253094910591471
2000,Santa Rosa,0.0
2000,Scotland,0.0
2000,Salem,0.0
2000,Monongalia,0.0
2000,Benton,0.0
2000,St. Mary's,0.0070302699754567766
2000,Humboldt,0.0
2000,Chickasaw,0.0
2000,Cumberland,0.0
2000,Madera,0.017541516830889857
2000,Trempealeau,0.0
2000,Wetzel,0.0
2000,Wayne,0.0
2000,Rice,0.0
2000,Linn,0.0
2000,Anoka,0.0
2000,Placer,0.0
2000,San Joaquin,0.0
2000,Mercer,0.0
2000,Shelby,0.0
2000,Skagit,0.0
2000,Chariton,0.0
2000,Nassau,0.0
2000,Lewis,0.09445670159955874
2000,Johnson,0.0
2000,Doniphan,0.0
2000,Ashland,0.0
2000,Imperial,0.0
2000,Worcester,0.018366269554086174
2000,Douglas,0.0
2000,Black Hawk,0.0
2000,Somerset,0.0
2000,Huerfano,0.0
2000,Christian,0.0
2000,Wapello,0.0
2000,Emmet,0.0
2000,O'Brien,0.0
2000,Prince George's,0.0
2000,Shannon,0.0
2000,Plymouth,0.0
2000,San Juan,0.0
2000,Linn,0.21275165824153347
2000,Sac,0.0
2000,Kent,0.0
2000,Carroll,0.0
2000,Lincoln,0.0
2000,De Soto,0.0
2000,Montezuma,0.0
2000,Marion,0.0
2000,Woodson,0.0
2000,Pennington,0.0
2000,Pendleton,0.0
2000,Blue Earth,0.0
2000,Walton,0.0
2000,Osborne,0.0
2000,Potter,0.0
2000,Columbia,0.0
2000,Stafford,0.0
2000,Taos,0.0
2000,Taney,0.0
2000,Bristol,0.0
2000,Story,0.0
2000,Rockland,0.0
2000,Jefferson,0.0
2000,Carroll,0.0
2000,Monona,0.0
2000,Centre,0.0
2000,Marion,0.003471993681300599
2000,Kiowa,0.0
2000,Mesa,0.0
2000,Piscataquis,0.0
2000,Queen Anne's,0.052619445565097116
2000,Osage,0.0
2000,Fulton,0.0
2000,Lake,0.0
2000,De Baca,0.0
2000,Fayette,0.0
2000,Chase,0.0
2000,Putnam,0.0
2000,Hampden,0.0
2000,Sullivan,0.0
2000,McCracken,0.0
2000,Trego,0.0
2000,Montgomery,0.0
2000,San Benito,0.0024459663790803166
2000,Yuma,0.0
2000,Trimble,0.0
2000,Pratt,0.0
2000,Sumter,0.0
2000,Saline,0.0
2000,Island,0.01965268348459944
2000,Franklin,0.0
2000,Clinton,0.0
2000,Butler,0.0
2000,Columbia,0.014247766240038639
2000,Cumberland,0.0
2000,Sherburne,0.0
2000,Huntingdon,0.0
2000,Garrard,0.0
2000,Crawford,0.0
2000,Hamilton,0.0
2000,Ventura,0.009824766324579279
2000,Beltrami,0.0
2000,Otero,0.0
2000,Berkshire,0.0
2000,Chelan,0.0
2000,Cloud,0.0
2000,Luzerne,0.00016968812534619407
2000,Otter Tail,0.011456367454347307
2000,Dickinson,0.0
2000,Fairfield,0.0
2000,Henry,0.0
2000,Lawrence,0.0
2000,Outagamie,0.0
2000,Trigg,0.0
2000,Putnam,0.004602385511268818
2000,Shelby,0.0
2000,McKean,0.0
2000,Republic,0.0
2000,Utah,0.0
2000,Tuolumne,0.0
2000,Franklin,0.0
2000,Monroe,0.0
2000,Grayson,0.0
2000,Maries,0.0
2000,Fremont,0.0
2000,Ocean,0.0
2000,Orleans,0.0
2000,Reynolds,0.0
2000,Oregon,0.0
2000,Howard,0.435288991007408
2000,Marshall,0.0
2000,Clark,0.0
2000,Archuleta,0.0
2000,Flagler,0.0
2000,Traverse,0.0
2000,Salt Lake,0.041454177092704166
2000,Marshall,0.0
2000,Franklin,0.0
2000,Jasper,0.0
2000,Decatur,0.0
2000,Yellow Medicine,0.0
2000,Brown,0.0
2000,Mendocino,0.012393072834308141
2000,Carroll,0.0
2000,Armstrong,0.0
2000,San Bernardino,0.0
2000,Grand,0.0
2000,Adams,0.0
2000,Roane,0.0
2000,Madison,0.0
2000,Kane,0.0
2000,Manitowoc,0.0
2000,Swift,0.0
2000,Ascension,0.0
2000,Marshall,0.0
2000,Pend Oreille,0.0
2000,Todd,0.0
2000,Douglas,0.0
2000,Wilkin,0.0
2000,Benton,0.0
2000,Santa Barbara,0.0
2000,San Juan,0.5344278773663931
2000,Lyon,0.0
2000,Cheshire,0.0013166410033250764
2000,Rusk,0.0
2000,Cape Girardeau,0.19099036515751006
2000,Morris,0.0
2000,Monterey,0.0
2000,New Madrid,0.0
2000,Highlands,0.0
2000,Mower,0.0
2000,Andrew,0.0
2000,Ozaukee,0.0009403075660566065
2000,Adams,0.0
2000,Howard,0.0
2000,Liberty,0.0
2000,Montgomery,0.1786711334450028
2000,Delta,0.0
2000,Fremont,0.0
2000,Pottawatomie,0.021599320470816648
2000,Rock,0.001042620513331943
2000,Lake,0.0
2000,Leon,0.0
2000,Woodford,0.0
2000,Chittenden,0.0
2000,Forest,0.0
2000,Bradford,0.0
2000,Talbot,0.06566347469220246
2000,Hillsborough,6.387505426185859e-05
2000,Warren,0.0007129413106713056
2000,Sherman,0.0
2000,Camden,0.0
2000,Oxford,0.0
2000,Marion,0.0
2000,Ida,0.0
2000,Santa Cruz,0.0
2000,Sheboygan,0.0
2000,Nemaha,0.0
2000,Somerset,0.0
2000,Essex,0.0
2000,Clinton,0.0
2000,Callaway,0.0
2000,Washington,0.0
2000,Solano,3.220076101131857e-05
2000,Citrus,0.047755288994510196
2000,Knox,0.0
2000,Hamilton,0.0
2000,Westchester,0.0
2000,Boyd,0.0
2000,Jackson,0.0
2000,Oneida,0.0
2000,Warren,0.0
2000,Sabine,0.0
2000,Monmouth,0.0
2000,St. Charles,0.0
2000,Pasco,0.03973923854051096
2000,Clarke,0.0
2000,Cole,0.0
2000,Lee,0.0
2000,Monroe,0.0
2000,Edmonson,0.0
2000,Phelps,0.0
2000,Putnam,0.0
2000,Iberville,0.0
2000,Carver,0.0
2000,Union,0.0
2000,Florence,0.0
2000,Washington,0.0
2000,Ness,0.0
2000,Erie,0.0
2000,Santa Fe,0.0002018353561721252
2000,Nicholas,0.0
2000,Franklin,0.0
2000,Washington,0.0
2000,Cheyenne,0.0
2000,Bremer,0.0
2000,Spokane,0.0
2000,Cameron,0.0
2000,Grundy,0.0
2000,Pike,0.2047103410936654
2000,Nassau,0.0
2000,Clearfield,0.0
2000,Los Alamos,0.0
2000,Burnett,0.0
2000,Van Buren,0.0
2000,Wilson,0.0
2000,Hickory,0.0
2000,Cape May,0.0
2000,San Diego,0.0
2000,Wabaunsee,0.0
2000,Clay,0.07947115039160739
2000,Grant,0.0
2000,Lawrence,0.0
2000,Bucks,0.02864020129762103
2000,Wallace,0.0
2000,Dona Ana,0.007275471210843398
2000,Boone,0.0
2000,Baltimore City,0.0
2000,Jackson,0.0
2000,Cass,0.08542340720558542
2000,Butler,0.0
2000,Lafayette,0.0
2000,Webster,0.0
2000,Meade,0.0
2000,Addison,0.0
2000,Somerset,0.0
2000,Morgan,0.0
2000,Nodaway,0.0063289358949115354
2000,Warren,0.0
2000,Grays Harbor,0.0
2000,Montrose,0.0
2000,Harvey,0.037845203488372094
2000,Jackson,0.0
2000,Pawnee,0.0
2000,Norfolk,0.005109328343883419
2000,Bollinger,0.0
2000,Marion,0.0
2000,Kingman,0.0
2000,Wabasha,0.0
2000,Miami-Dade,0.0
2000,Hinsdale,0.0
2000,Orange,0.0
2000,Palo Alto,0.0
2000,Palm Beach,0.039334642536404014
2000,St. Croix,0.0
2000,Bedford,0.0
2000,Owsley,0.0
2000,Madison,0.4137863121614968
2000,Goodhue,0.0
2000,Winona,0.0
2000,Schuylkill,0.0
2000,Wayne,0.0
2000,Kanabec,0.0
2000,Glades,0.20819397993311037
2000,Sullivan,0.0
2000,Pettis,0.0
2000,Cumberland,0.0
2000,Buffalo,0.0
2000,Hampshire,0.0
2000,Pulaski,0.0
2000,Mineral,0.0
2000,Crowley,0.0
2000,Wirt,0.0
2000,Dunklin,0.0
2000,Floyd,0.0
2000,Wahkiakum,0.0
2000,Leslie,0.0
2000,Tooele,0.0
2000,Hennepin,0.0
2000,Morgan,0.0
2000,Yuba,0.0011220993731204836
2000,Webster,0.0
2000,Garfield,0.0
2000,Tioga,0.0
2000,Brown,0.018635553394911682
2000,Iron,0.0
2000,Garfield,0.0
2000,Grafton,0.0
2000,Assumption,0.0
2000,Baca,0.0
2000,Pike,0.0
2000,Sheridan,0.0
2000,Ohio,0.0
2000,Sumner,0.042511605179574884
2000,Erie,0.0
2000,Mercer,0.0
2000,McLeod,0.011238641798182687
2000,Rawlins,0.3663277511961722
2000,Conejos,0.0
2000,Knott,0.0
2000,Douglas,0.0
2000,Hancock,0.011272279918748034
2000,Plymouth,0.0
2000,Monroe,0.0
2000,Ramsey,0.0
2000,Christian,0.0
2000,Worth,0.8772950372659516
2000,Jackson,0.0
2000,Chisago,0.0
2000,Greeley,0.0
2000,Cass,0.0
2000,Grant,0.0
2000,Becker,0.0
2000,Stearns,0.0
2000,Anderson,0.0
2000,Sibley,0.009589566551591868
2000,Livingston,0.033557900088979284
2000,St. Charles,0.0
2000,Park,0.0
2000,Clark,0.01860920666013712
2000,Ripley,0.0
2000,Boone,0.0
2000,Houston,0.0
2000,Beaver,0.0
2000,Dukes,0.0
2000,Pipestone,0.2938676381299332
2000,Madison,0.0
2000,Collier,0.0
2000,Monroe,0.0
2000,Tucker,0.0
2000,Plaquemines,0.0438789953586359
2000,Custer,0.0
2000,Big Stone,0.0
2000,Bay,0.0
2000,Whatcom,0.0
2000,Fillmore,0.0
2000,Red Lake,0.0
2000,Letcher,0.0
2000,Dallas,0.0
2000,Dakota,0.0
2000,Simpson,0.0
2000,Lane,0.0
2000,Sawyer,0.0
2000,Essex,0.023188054682597638
2000,Stevens,0.0
2000,Audubon,0.0
2000,Pierce,0.0
2000,Chester,6.083667013251333e-05
2000,Cowley,0.0
2000,Vilas,0.0
2000,Franklin,0.0
2000,Daggett,0.0
2000,Broomfield,0.0
2000,Nelson,0.0
2000,Taylor,0.0
2000,Plumas,0.0823833479484931
2000,St. Mary,0.07785418567118096
2000,Pueblo,0.0
2000,Hart,0.0
2000,Barry,0.0
2000,York,0.0001434724346411324
2000,Calhoun,0.0
2000,Dickinson,0.0
2000,Lake,0.0
2000,Kings,0.24636927173807613
2000,Belknap,0.0
2000,Pepin,0.0
2000,Mercer,0.0
2000,Sanpete,0.11421227614337999
2000,Jackson,0.001669858880226032
2000,Waldo,0.0
2000,Indiana,0.214473990926859
2000,Hillsborough,4.0309187592509584e-05
2000,Lincoln,0.04817027632561613
2000,Hernando,0.0
2000,Moniteau,0.0
2000,Cerro Gordo,0.0005806261243682121
2000,Napa,0.0
2000,Ballard,0.0
2000,McPherson,0.0
2000,Fayette,0.0
2000,Hidalgo,0.0
2000,Harford,0.0
2000,Seward,0.0
2000,Sullivan,0.0
2000,Clark,0.0
2000,Mason,0.0
2000,Breathitt,0.0
2000,Stoddard,0.0
2000,Freeborn,0.0
2000,Hudson,0.0
2000,Sonoma,0.00017706191455334704
2000,Jewell,0.18347430058555628
2000,Guthrie,0.0
2000,Passaic,0.007129912459591597
2000,Cottonwood,0.0
2000,Thomas,0.0
2000,Rapides,0.0
2000,Summit,0.0
2000,McCreary,0.0
2000,Monroe,0.0
2000,St. Lucie,0.0025721987612290767
2000,Albany,0.0
2000,Lassen,0.0
2000,Otero,0.0
2000,Madison,0.0
2000,Baker,0.0
2000,Gulf,0.0
2000,Carlisle,0.0
2000,Duval,0.0
2000,Bennington,0.0
2000,Levy,0.0
2000,Washington,0.0
2000,Isanti,0.0
2000,Crow Wing,0.0
2000,Washington,0.0
2000,Gove,0.0
2000,Kanawha,0.0
2000,Daviess,0.3019177084597645
2000,Washington,0.0
2000,Harding,0.0
2000,Walla Walla,0.0
2000,St. Johns,0.0
2000,Reno,0.014542551714563376
2000,Marshall,0.0
2000,Fond du Lac,0.0
2000,Kitsap,0.0
2000,Clark,0.0
2000,St. Louis,0.0
2000,Luna,0.5
2000,Valencia,0.20901219525344777
2000,Jasper,0.0
2000,Union,0.0
2000,Wayne,0.0
2000,Shelby,0.0
2000,Jefferson,0.0
2000,Coos,0.0
2000,Atlantic,0.0
2000,Tioga,0.0
2000,Carter,0.0
2000,Pulaski,0.0
2000,Mahnomen,0.0
2000,Martin,0.0
2000,Fleming,0.0
2000,Carbon,0.0
2000,Harrison,0.0
2000,Adair,0.0
2000,Shasta,0.0
2000,Greenup,0.0
2000,Mifflin,0.0
2000,Colusa,0.051622240984199735
2000,Watonwan,0.0
2000,Cecil,0.0
2000,Cabell,0.0
2000,St. Clair,0.0
2000,Whitley,0.0
2000,Hardin,0.0
2000,Brevard,0.0
2000,Wright,0.0
2000,Northumberland,0.0
2000,Rio Blanco,0.0
2000,Montgomery,0.0
2000,Benton,0.0
2000,Steele,0.0
2000,Sedgwick,0.42761041240128694
2000,Sedgwick,0.0
2000,Milwaukee,0.0
2000,Dauphin,0.0
2000,Winn,0.0
2000,Rock,0.18058381037990254
2000,Cherokee,0.0
2000,Philadelphia,0.0
2000,Juniata,0.0
2000,Siskiyou,0.0
2000,Door,0.0
2000,Waukesha,0.000343291160967795
2000,Kennebec,0.0006661337596589396
2000,Rush,0.24403634986747444
2000,Lake,0.0
2000,Lamoille,0.0
2000,Ford,0.0
2000,Iron,0.0
2000,Vernon,0.0
2000,Montour,0.0
2000,San Mateo,0.0
2000,Henderson,0.0
2000,Franklin,0.03571171947977294
2000,Harlan,0.0
2000,Phillips,0.0
2000,Lincoln,0.01976111013525382
2000,Russell,0.0
2000,Decatur,0.0
2000,Raleigh,0.0
2000,Venango,0.0
2000,Shawnee,0.0
2000,La Crosse,0.0
2000,Tolland,0.0
2000,Dade,0.0
2000,Waseca,0.0
2000,DeSoto,0.0
2000,Atchison,0.07045807453416149
2000,Mahaska,0.0
2000,Merced,0.0
2000,Schoharie,0.0
2000,Juneau,0.0
2000,Cache,0.0
2000,Worth,0.0
2000,Washington,0.0
2000,Somerset,0.0
2000,Hancock,0.0
2000,Ouray,0.0
2000,Platte,0.11103446576827375
2000,Emery,0.0
2000,Lawrence,0.018101367658889783
2000,Wasatch,0.0
2000,Labette,0.0
2000,Gunnison,0.0
2000,Lewis,0.0
2000,Marin,0.0
2000,Franklin,0.0
2000,Lewis,0.0
2000,Middlesex,0.10062111801242236
2000,Clay,0.0
2000,Contra Costa,0.0
2000,Androscoggin,0.3497347788037363
2000,Buchanan,0.0
2000,Dallas,0.0
2000,Riley,0.0
2000,Todd,0.0
2000,Jefferson,0.0006650528051927323
2000,Rice,0.11881750994883457
2000,Orleans,0.0
2000,Union,0.0
2000,Perry,0.0
2000,Clinton,0.0
2000,Caldwell,0.0
2000,Grant,0.0
2000,St. John the Baptist,0.0
2000,St. Louis,0.0
2000,Franklin,0.0
2000,Crawford,0.0
2000,Polk,0.006034579544178736
2000,Caledonia,0.0
2000,Terrebonne,0.0
2000,Seminole,0.001738144885431798
2000,Pacific,0.0
2000,Sierra,0.0
2000,Marinette,0.0
2000,Lafayette,0.1495044867370082
2000,Dolores,0.0
2000,Linn,0.0
2000,Polk,0.0
2000,Charlotte,0.0
2000,Miller,0.0
2000,Ottawa,0.0
2000,Vernon,0.0
2000,Madison,0.2
2000,Morgan,0.0
2000,Eagle,0.0
2000,Mitchell,0.0
2000,Nicollet,0.0
2000,Gasconade,0.0
2000,El Dorado,0.00017588664457530412
2000,Kenosha,0.0
2000,Murray,0.0
2000,Crawford,0.0
2000,Benton,0.0
2000,Columbia,0.002879654441467024
2000,Comanche,0.034006734006734006
2000,Moffat,0.0
2000,Stevens,0.0
2000,La Plata,0.0
2000,Crittenden,0.0
2000,Arapahoe,0.0
2000,Routt,0.0
2000,Grant,0.0
2000,Snohomish,0.008936440095159015
2000,Lehigh,0.0
2000,Polk,2.738834593014657e-05
2000,New London,0.0
2000,Cherokee,0.0
2000,Pottawattamie,8.303527769149627e-05
2000,Butler,0.0
2000,Ringgold,0.3333333333333333
2000,Jackson,0.0
2000,Lafourche,0.0
2000,Jefferson,0.0
2000,Clay,0.0
2000,St. Francois,0.0
2000,Poweshiek,0.0
2000,Greenbrier,0.34203879843086676
2000,San Juan,0.0
2000,San Miguel,0.0
2000,Audrain,0.0
2000,Harper,0.0
2000,Morris,0.0
2000,Iowa,0.0
2000,Denver,0.0
2000,Barber,0.0
2000,Gray,0.0
2000,Barren,0.0
2000,Mora,0.0
2000,Allegany,0.1310272536687631
2000,Howell,0.0
2000,Polk,0.0009484066767830046
2000,Magoffin,0.0
2000,Harrison,0.0
2000,Merrimack,0.002097090844190612
2000,Larue,0.0
2000,Teller,0.0
2000,Redwood,0.0
2000,Clay,0.0
2000,Hardee,0.0
2000,Aitkin,0.0
2000,Chaffee,0.0
2000,Lewis,0.0
2000,Boone,0.0
2000,Tehama,0.0
2000,Lackawanna,0.0003387671585565809
2000,Frederick,0.0
2000,Douglas,0.0
2000,Green,0.0
2000,Washington,0.0
2000,Jefferson,0.007149128308039634
2000,Franklin,0.0
2000,Piute,0.0
2000,Bell,0.0
2000,Costilla,0.0
2000,Norton,0.03741358275721838
2000,Kern,0.0011400183798881657
2000,Juab,0.0
2000,Holt,0.0
2000,Thurston,0.0
2000,Windham,0.00034336835071828946
2000,Penobscot,0.01182116631224583
2000,Chippewa,0.0
2000,Mills,0.0
2000,Crawford,0.01301119679136725
2000,Rockcastle,0.0
2000,Volusia,0.0003583501558823178
2000,Mingo,0.0
2000,Davis,0.0
2000,Northampton,0.0
2000,Montgomery,0.0
2000,Eau Claire,0.0
2000,King,0.014409505774975889
2000,Orange,0.0
2000,Putnam,0.0
2000,Jackson,0.0
2000,Tulare,0.00244811674848327
2000,Des Moines,0.0
2000,Barton,0.0
2000,Morgan,0.025082102594634042
2000,Weber,0.0
2000,Curry,0.0
2000,Oneida,0.0
2000,Grant,0.0
2000,Mono,0.0
2000,Indian River,0.0
2000,Skamania,0.0
2000,Daviess,0.0
2000,Smith,0.0
2000,Morton,0.0
2000,Rio Grande,0.0
2000,Johnson,0.0
2000,Dutchess,0.30763427292948475
2000,Buchanan,0.0
2000,Clinton,0.0
2000,Mariposa,0.0
2000,Escambia,0.0
2000,Charles,0.0
2000,Scott,0.5
2000,Dodge,0.0
2000,Nantucket,0.0
2000,Boulder,5.370673117203125e-05
2000,Oconto,0.0
2000,Pinellas,0.25464999716727965
2000,Calaveras,0.0
2000,Wood,0.0
2000,Butte,0.0
2000,Adams,0.0
2000,Wadena,0.0
2000,Meeker,0.035300539819251534
2000,Cumberland,8.429766347951251e-05
2000,Washington,0.0
2000,Yates,0.008441193021947102
2000,Elbert,0.0
2000,Camden,0.0
2000,Upshur,0.0
2000,Henry,0.5232416787264833
2000,Montgomery,0.0
2000,Wayne,0.0
2000,Harrison,0.21440284230664117
2000,Stone,0.0
2000,Susquehanna,0.0
2000,Scott,0.0
2000,Del Norte,0.0
2000,Delaware,0.0
2000,Washington,0.1814826806367352
2000,Greene,0.0
2000,Marion,0.0
2000,Lea,0.34782608695652173
2000,Kearny,0.0
2000,Fresno,0.0051261293434208
2000,Prowers,0.0
2000,Calcasieu,0.0
2000,Marquette,0.0
2000,Pitkin,0.0
2000,Sioux,0.05514905371853265
2000,Washburn,0.0
2000,Sullivan,0.3138075313807531
2000,Elk,0.0
2000,Strafford,0.0
2000,Manatee,0.0
2000,Washington,0.0
2000,Lincoln,0.0
2000,Marshall,0.0
2000,Kittson,0.0
2000,Henry,0.0
2000,Barron,0.0017464475668810034
2000,Chautauqua,0.0
2000,Hodgeman,0.0
2000,Le Sueur,0.0010076163945114541
2000,Greenwood,0.0
2000,Suwannee,0.0
2000,Chippewa,0.0
2000,Rutland,0.0
2000,Ouachita,0.0
2000,Lyon,0.0
2000,Atchison,0.0
2000,Bracken,0.0
2000,Calumet,0.0
2000,Pemiscot,0.0
2000,Olmsted,0.0
2000,York,0.0
2000,Scott,6.820979970192317e-05
2000,Taylor,0.29006738939349547
2000,Webster,0.0
2000,Clay,0.015074878508380442
2000,Lee,4.886408702056541e-05
2000,Hunterdon,0.025631750297142267
2000,Wicomico,0.0
2000,Cedar,0.0
2000,Middlesex,0.00918565190737315
2000,Jefferson,0.0
2000,Chaves,0.0
2000,Bourbon,0.0
2000,Calloway,0.0
2000,Cowlitz,0.0
2000,Cambria,0.0
2000,Allegheny,0.0018655035930685746
2000,Ohio,0.0
2000,Nevada,0.0
2000,Stevens,0.0
2000,Muscatine,0.0
2000,Neosho,0.0
2000,Worcester,0.0
2000,Gloucester,0.0
2000,Franklin,0.0
2000,Yakima,0.0
2000,Alamosa,1.0
2000,Johnson,0.0
2000,Okaloosa,0.0
2000,Graham,0.2846616249757611
2000,Caldwell,0.0742919824491424
2000,Fulton,0.0
2000,Sacramento,0.0
2000,Jefferson,0.0
2000,Bayfield,0.0
2000,Jefferson,0.0
2000,Barnstable,0.0
2000,Berkeley,0.0
2000,Guadalupe,0.05931198102016608
2000,Iowa,0.00497557445268681
2000,Kit Carson,0.0
2000,Mineral,0.0
2000,Meade,0.0
2000,Sagadahoc,0.0
2000,Wyoming,0.0
2000,Natchitoches,0.0
2000,Grant,0.06400527878587925
2000,Bernalillo,0.3195915695521504
2000,Nobles,0.0
2000,Lyon,0.0
2000,Clay,0.01156195462478185
2000,Ontario,0.0
2000,Westmoreland,0.0
2000,Hampshire,0.16390980917617706
2000,Johnson,0.0
2000,Clayton,0.0
2000,Morgan,0.0
2000,Bergen,0.0
2000,Dent,0.0
2000,Graves,0.0
2000,Winnebago,0.0
2000,Winneshiek,0.0
2000,Torrance,0.0
2000,Wyandotte,0.0
2000,Broward,0.021796159770936893
2000,Allamakee,0.0
2000,Calhoun,0.0
2000,Ozark,0.0
2000,Ste. Genevieve,0.0
2000,Douglas,0.0
2000,Keokuk,0.0
2000,Modoc,0.0
2000,Sandoval,0.33235119824624654
2000,Taylor,0.0
2000,Polk,0.0
2000,Kiowa,0.0
2000,Gallatin,0.0
2000,Saratoga,0.0
2000,Warren,0.0
2000,Hardin,0.0
2000,Jefferson,0.0
2000,Wright,0.0
2000,Louisa,0.0
2000,Mason,0.0
2000,Larimer,0.0
2000,Gilchrist,0.0
2000,Rich,0.0
2000,Pocahontas,0.0
2000,Anderson,0.0
2000,Summers,0.0
2000,Berks,0.00044243698222583164
2000,Suffolk,0.0
2000,Sutter,0.005038139184480648
2000,Lycoming,0.0
2000,Muhlenberg,0.0
2000,Niagara,0.0
2000,Osceola,0.0
2000,Fulton,0.0
2000,Knox,0.0
2000,Hopkins,0.0
2000,Portage,0.0007759624089321895
2000,Dorchester,0.009670830245295638
2000,Clear Creek,0.0
2000,Anne Arundel,0.0
2000,Broome,0.0
2000,Clallam,0.0
2000,Price,0.0
2000,Carbon,0.0
2000,Lebanon,0.0
2000,Woodbury,0.0
2000,Caroline,0.012320062248735572
2000,Scott,0.0
2000,Schenectady,0.0
2000,Lafayette,0.013584696423620738
2000,Morrison,0.0
2000,Osage,0.0
2000,McDonald,0.0
2000,Grundy,0.0
2000,Warren,0.0
2000,Estill,0.0
2000,San Francisco,0.0
2000,Cooper,0.4309357921728095
2000,Cass,0.0
2000,Koochiching,0.024671916010498687
2000,Mercer,0.002491015208045673
2000,Brown,0.0
2000,Delaware,0.0
2000,Grand,0.0
2000,Jefferson,0.0
2000,Whitman,0.0
2000,Logan,0.0
2000,Fayette,0.04760570708182418
2000,Macon,0.11235875706214689
2000,Windsor,0.0
2000,Greene,0.0
2000,Windham,0.0
2000,Kandiyohi,0.0
2000,Sussex,0.0
2000,McKinley,0.0
2000,Concordia,0.0
2000,Faribault,0.0
2000,Washington,0.0
2000,Adams,0.0
2000,Edwards,0.0
2000,Brooke,0.0
2000,Ray,0.0
2000,Powell,0.0
2000,Jones,0.0
2000,Appanoose,0.0
2000,Marion,0.0
2000,Box Elder,0.009513124731050593
2000,Buena Vista,0.0
2000,Bath,0.0
2000,Osceola,0.04227907913214347
2000,Eddy,0.0
2000,Gadsden,0.0
2000,Ellsworth,0.0
2000,Saguache,0.0
2000,Kenton,0.0
2000,Suffolk,0.0
2000,Lake of the Woods,0.0
2000,Carter,0.0
2000,Pendleton,0.0
2000,Preston,0.0
2000,Santa Clara,2.2252152191073e-05
2000,Richland,0.0
2000,Hubbard,0.0
2000,Pierce,0.0
2000,San Luis Obispo,0.0
2000,Sauk,0.0
2000,Lucas,0.25
2000,Randolph,0.25
2000,Riverside,1.4940435855889376e-05
2000,Hamilton,0.0
2000,Taylor,0.0
2000,Washington,0.0027575833542241163
2000,Jackson,0.0
2000,Miami,0.0
2000,Randolph,0.0
2000,Wyoming,0.0
2000,Page,0.0
2000,Orleans,0.0
2000,Okeechobee,0.0
2000,Norman,0.0
2000,Bates,0.6638777258053891
2000,Elliott,0.0
2000,Snyder,0.0
2000,Aroostook,0.0
2000,Dubuque,0.0
2000,Tensas,0.0
2000,Lincoln,0.0
2000,St. James,0.3652041760274878
2000,Laurel,0.0
2000,San Juan,0.0
