year,county,state,contamination_proportion,party
2014,Archuleta,Colorado,0.0,D
2014,Napa,California,0.00018070163864835175,D
2014,Moffat,Colorado,0.0,D
2014,Kings,California,0.006551506214451232,D
2014,Franklin,North Carolina,0.06511943026407008,I
2014,Miller,Missouri,0.0,D
2014,Chippewa,Michigan,0.0,R
2014,Madera,California,0.16961614629418953,D
2014,Berkshire,Massachusetts,0.0,D
2014,Butler,Kentucky,0.0,D
2014,Nicholas,Kentucky,0.0,D
2014,Boone,West Virginia,0.0,D
2014,Decatur,Iowa,0.0,R
2014,Merced,California,0.0035711528067330707,D
2014,Oregon,Missouri,0.0,D
2014,Milwaukee,Wisconsin,0.0,R
2014,Marshall,West Virginia,0.0,D
2014,Jackson,West Virginia,0.0935695932192078,D
2014,Crook,Oregon,0.0,D
2014,Ottawa,Michigan,0.0,R
2014,Chester,South Carolina,0.0,R
2014,Douglas,Colorado,0.0,D
2014,Lewis,West Virginia,0.0,D
2014,Howard,Maryland,0.0,D
2014,Allen,Louisiana,0.09674017257909875,R
2014,Boyd,Kentucky,0.0015148562215410782,D
2014,Pine,Minnesota,0.0,I
2014,Edmonson,Kentucky,0.008881793863487876,D
2014,Glenn,California,0.0,D
2014,Neosho,Kansas,0.11864589316484779,R
2014,Walworth,Wisconsin,0.0,R
2014,Onondaga,New York,0.0,D
2014,Lake of the Woods,Minnesota,0.0,I
2014,Wood,Wisconsin,0.0,R
2014,McCormick,South Carolina,0.0,R
2014,Arapahoe,Colorado,0.03943462266047614,D
2014,Dukes,Massachusetts,0.0,D
2014,Cattaraugus,New York,0.0,D
2014,Orange,Florida,0.0,R
2014,Presque Isle,Michigan,0.0,R
2014,Jefferson Davis,Louisiana,0.0,R
2014,Talbot,Maryland,0.0,D
2014,Clark,Wisconsin,0.0,R
2014,Wayne,North Carolina,0.0,I
2014,Somerset,Pennsylvania,0.0035238935214881332,R
2014,Pleasants,West Virginia,0.0,D
2014,Oceana,Michigan,0.0,R
2014,Washington,Maine,0.0,R
2014,Thomas,Kansas,0.0,R
2014,Wapello,Iowa,0.0,R
2014,St. Louis,Missouri,0.0,D
2014,Hamilton,Kansas,0.0,R
2014,Marion,Missouri,0.193600621083569,D
2014,Stokes,North Carolina,0.0,I
2014,Kiowa,Colorado,0.0,D
2014,Lake,Colorado,0.0,D
2014,Spartanburg,South Carolina,0.0,R
2014,Garfield,Washington,0.0,D
2014,Marshall,Iowa,0.0,R
2014,Walla Walla,Washington,0.0,D
2014,Martin,Kentucky,0.5,D
2014,Orange,North Carolina,0.0,I
2014,Washington,Maryland,0.007776911437902571,D
2014,Strafford,New Hampshire,0.00011983568131378254,D
2014,Florence,South Carolina,0.0,R
2014,Piute,Utah,0.0,R
2014,Haywood,North Carolina,0.0,I
2014,Suwannee,Florida,0.0,R
2014,Mono,California,0.010779867667831388,D
2014,Philadelphia,Pennsylvania,0.0,R
2014,Gilmer,West Virginia,0.04171768410005248,D
2014,Nash,North Carolina,0.0,I
2014,Perry,Pennsylvania,0.008518751394438473,R
2014,Alamance,North Carolina,0.0,I
2014,Reno,Kansas,0.004443927708664367,R
2014,Oxford,Maine,0.009127614793178987,R
2014,Volusia,Florida,0.00041912812716632267,R
2014,Red Lake,Minnesota,0.0,I
2014,Vernon,Missouri,0.0,D
2014,Sumner,Kansas,0.023579116009250764,R
2014,Venango,Pennsylvania,0.0,R
2014,Randolph,Missouri,0.0,D
2014,Fond du Lac,Wisconsin,0.0,R
2014,Jefferson,Colorado,0.0,D
2014,Humboldt,California,0.0,D
2014,Hennepin,Minnesota,0.0,I
2014,Iberville,Louisiana,0.0,R
2014,Rockingham,New Hampshire,0.016429070986467755,D
2014,Windham,Vermont,0.0,D
2014,Phillips,Kansas,0.0,R
2014,Davie,North Carolina,0.0,I
2014,Jackson,Iowa,0.0,R
2014,Pierce,Washington,0.00029555316052424607,D
2014,Clay,Minnesota,0.0,I
2014,Manatee,Florida,0.0,R
2014,Cedar,Iowa,0.0,R
2014,Woodbury,Iowa,0.0,R
2014,Tulare,California,0.006538766947366357,D
2014,Grant,Minnesota,0.049714143673875215,I
2014,Huron,Michigan,0.0,R
2014,Rice,Minnesota,0.0,I
2014,Saline,Kansas,0.0042482327351821645,R
2014,Stevens,Washington,0.0016405667412378823,D
2014,Sussex,New Jersey,0.0019039504143448527,R
2014,Butler,Pennsylvania,0.0,R
2014,Baltimore City,Maryland,0.0,D
2014,Alameda,California,0.0,D
2014,Calumet,Wisconsin,0.0,R
2014,Franklin,Pennsylvania,0.0,R
2014,New London,Connecticut,0.004306604634482935,D
2014,Iron,Wisconsin,0.1865533801256003,R
2014,Anderson,Kansas,0.12735497108748367,R
2014,Harding,New Mexico,0.0,R
2014,Barton,Missouri,0.0,D
2014,Brown,Minnesota,0.0,I
2014,Leon,Florida,0.0,R
2014,Buchanan,Missouri,0.0,D
2014,Kittson,Minnesota,0.0,I
2014,Bent,Colorado,0.0,D
2014,Coos,New Hampshire,0.0,D
2014,Broomfield,Colorado,0.0,D
2014,Centre,Pennsylvania,0.0,R
2014,Monterey,California,0.0033246412776481594,D
2014,Daggett,Utah,0.17985611510791366,R
2014,Bradford,Florida,0.0,R
2014,Warren,Missouri,0.0,D
2014,Solano,California,2.54919572874758e-05,D
2014,Shelby,Kentucky,0.0,D
2014,Moniteau,Missouri,0.0,D
2014,Morrison,Minnesota,0.0,I
2014,Cibola,New Mexico,0.006324932885434382,R
2014,Sullivan,New York,0.0,D
2014,Ashe,North Carolina,0.0,I
2014,Monroe,Florida,0.0,R
2014,Yates,New York,0.015592978704446226,D
2014,Branch,Michigan,0.0,R
2014,Bay,Florida,0.0,R
2014,Dillon,South Carolina,0.0,R
2014,Montgomery,New York,0.0,D
2014,Chittenden,Vermont,0.0,D
2014,Dodge,Minnesota,0.0,I
2014,Cumberland,North Carolina,0.0,I
2014,Carteret,North Carolina,0.0,I
2014,Polk,Oregon,0.0,D
2014,Cameron,Pennsylvania,0.0,R
2014,Fayette,West Virginia,0.0,D
2014,Lewis,Washington,0.0,D
2014,Johnson,Kentucky,0.0,D
2014,Coffey,Kansas,0.0,R
2014,Mesa,Colorado,0.0,D
2014,Bennington,Vermont,0.0,D
2014,Penobscot,Maine,0.0,R
2014,Metcalfe,Kentucky,0.0,D
2014,Robertson,Kentucky,0.0,D
2014,Ontario,New York,0.012057131551713642,D
2014,Nobles,Minnesota,0.0,I
2014,Pocahontas,West Virginia,0.0,D
2014,Kanabec,Minnesota,0.0,I
2014,Montmorency,Michigan,0.0,R
2014,Laurens,South Carolina,0.0,R
2014,Jessamine,Kentucky,0.0,D
2014,Emmet,Michigan,0.0,R
2014,Middlesex,Massachusetts,0.0,D
2014,Worth,Missouri,0.25591314462970144,D
2014,O'Brien,Iowa,0.0,R
2014,Trigg,Kentucky,0.0,D
2014,Suffolk,Massachusetts,0.0,D
2014,St. Francois,Missouri,0.0,D
2014,San Diego,California,0.0002563468009680499,D
2014,Ascension,Louisiana,0.0,R
2014,Logan,Colorado,0.005360768300750508,D
2014,Clay,Florida,0.0,R
2014,Gray,Kansas,0.0,R
2014,Santa Clara,California,7.770478708111291e-06,D
2014,Onslow,North Carolina,0.0,I
2014,Person,North Carolina,0.0,I
2014,Harrison,Missouri,0.0,D
2014,Trimble,Kentucky,0.0,D
2014,Juniata,Pennsylvania,0.0,R
2014,Ontonagon,Michigan,0.0,R
2014,Santa Barbara,California,0.0,D
2014,Clay,Kentucky,0.0,D
2014,Charlevoix,Michigan,0.0,R
2014,Audubon,Iowa,0.0,R
2014,Rockland,New York,0.0,D
2014,Contra Costa,California,0.0005452198682570767,D
2014,Colusa,California,0.0,D
2014,Calvert,Maryland,0.0,D
2014,Fulton,Kentucky,0.0,D
2014,Washington,Oregon,0.0,D
2014,Scott,Kentucky,0.0,D
2014,Christian,Kentucky,0.0,D
2014,Rock,Minnesota,0.0,I
2014,Lenawee,Michigan,0.0,R
2014,Wayne,West Virginia,0.021969946042121956,D
2014,Chesterfield,South Carolina,0.0,R
2014,Lee,Florida,0.00010131106914350583,R
2014,Norton,Kansas,0.17374517374517376,R
2014,McPherson,Kansas,0.0,R
2014,Terrebonne,Louisiana,0.0,R
2014,Jefferson,Wisconsin,0.0,R
2014,Lamoille,Vermont,0.0,D
2014,Snohomish,Washington,0.0,D
2014,Box Elder,Utah,0.0001644542431764337,R
2014,Edgefield,South Carolina,0.0,R
2014,Breathitt,Kentucky,0.0029222676797194622,D
2014,Anderson,Kentucky,0.0,D
2014,Pemiscot,Missouri,0.0,D
2014,Phelps,Missouri,0.0,D
2014,Caldwell,North Carolina,0.0,I
2014,Dolores,Colorado,0.0,D
2014,Genesee,Michigan,0.0,R
2014,Inyo,California,0.0033459736783403972,D
2014,Macon,Missouri,0.0,D
2014,Curry,Oregon,0.0,D
2014,Broome,New York,0.0,D
2014,Pointe Coupee,Louisiana,0.0,R
2014,San Miguel,New Mexico,0.0003445709402651818,R
2014,Pamlico,North Carolina,0.0,I
2014,Colfax,New Mexico,0.05401286259797682,R
2014,New Madrid,Missouri,0.0,D
2014,Ripley,Missouri,0.0,D
2014,Portage,Wisconsin,0.0,R
2014,Escambia,Florida,0.0,R
2014,Kossuth,Iowa,0.0,R
2014,Bossier,Louisiana,0.012340083048471475,R
2014,Pennington,Minnesota,0.0,I
2014,Plumas,California,0.026420616210064224,D
2014,Perry,Missouri,0.0,D
2014,Marshall,Kansas,0.002123280959069676,R
2014,Dare,North Carolina,0.009239433854610821,I
2014,Kanawha,West Virginia,0.0007514601033377915,D
2014,Orleans,New York,0.009139514691769867,D
2014,Green,Kentucky,0.7638129035437922,D
2014,Chautauqua,Kansas,0.0,R
2014,Tuolumne,California,0.0,D
2014,Jefferson,West Virginia,0.04075851598243308,D
2014,Platte,Missouri,0.0,D
2014,Greene,Pennsylvania,0.0,R
2014,Windsor,Vermont,0.0,D
2014,Crittenden,Kentucky,0.0,D
2014,Chippewa,Wisconsin,0.0,R
2014,Floyd,Kentucky,0.005687383949588432,D
2014,Scott,Minnesota,0.0,I
2014,Montezuma,Colorado,0.0,D
2014,Chenango,New York,0.0,D
2014,Gasconade,Missouri,0.0,D
2014,Charlotte,Florida,0.0,R
2014,Suffolk,New York,0.0,D
2014,Mercer,Pennsylvania,0.0,R
2014,Tillamook,Oregon,0.0,D
2014,Lyon,Kentucky,0.0,D
2014,Jefferson,Iowa,0.0,R
2014,Schuyler,New York,0.007968601332064701,D
2014,Pottawatomie,Kansas,0.0,R
2014,Polk,Iowa,0.00399784050532704,R
2014,Hartford,Connecticut,0.0,D
2014,Fulton,New York,0.0,D
2014,Crow Wing,Minnesota,0.0,I
2014,Mackinac,Michigan,0.0,R
2014,Ida,Iowa,0.0,R
2014,Mahnomen,Minnesota,0.0,I
2014,Becker,Minnesota,0.0012072628935677033,I
2014,Wyoming,West Virginia,0.0,D
2014,Berkeley,West Virginia,0.0,D
2014,Lyon,Iowa,0.0,R
2014,Currituck,North Carolina,0.0,I
2014,Fayette,Iowa,0.0,R
2014,Essex,New York,0.019316978291713017,D
2014,Caldwell,Kentucky,0.0,D
2014,Taney,Missouri,0.0,D
2014,Deschutes,Oregon,0.0,D
2014,Oakland,Michigan,0.0,R
2014,Huerfano,Colorado,0.0,D
2014,Valencia,New Mexico,0.00024453465055998433,R
2014,Carroll,New Hampshire,0.0,D
2014,Ferry,Washington,0.026663111585121985,D
2014,Stone,Missouri,0.0,D
2014,Martin,Minnesota,0.0,I
2014,Appanoose,Iowa,0.0,R
2014,Pike,Kentucky,0.04275944811037793,D
2014,Sedgwick,Colorado,0.0,D
2014,Skamania,Washington,0.0,D
2014,San Francisco,California,0.0,D
2014,Sacramento,California,0.001032934006930116,D
2014,Okeechobee,Florida,0.0031431573464567636,R
2014,Montgomery,North Carolina,0.0,I
2014,Clark,Missouri,0.0,D
2014,Carter,Missouri,0.0,D
2014,Koochiching,Minnesota,0.0,I
2014,Park,Colorado,0.0,D
2014,Union,New Jersey,0.0,R
2014,Kalkaska,Michigan,0.0,R
2014,Holt,Missouri,0.0,D
2014,Chariton,Missouri,0.0,D
2014,Elbert,Colorado,0.0,D
2014,Ellis,Kansas,0.02719937532535138,R
2014,Westmoreland,Pennsylvania,0.0,R
2014,Custer,Colorado,0.0,D
2014,Mississippi,Missouri,0.0,D
2014,Ray,Missouri,0.0,D
2014,Sonoma,California,0.00769670905701471,D
2014,Hopkins,Kentucky,0.03832405588299498,D
2014,Red River,Louisiana,0.14395299494042763,R
2014,Kennebec,Maine,0.0001327372545688163,R
2014,New York,New York,0.0,D
2014,Calhoun,West Virginia,0.0,D
2014,Todd,Kentucky,0.0,D
2014,Ogemaw,Michigan,0.0,R
2014,Pendleton,Kentucky,0.0,D
2014,Lane,Kansas,0.0,R
2014,Saguache,Colorado,0.0,D
2014,Cedar,Missouri,0.0,D
2014,Dakota,Minnesota,0.0,I
2014,Grant,Louisiana,0.0059953942666560785,R
2014,Johnston,North Carolina,0.0,I
2014,Floyd,Iowa,0.0,R
2014,Harrison,West Virginia,0.0001763751381605249,D
2014,Marshall,Kentucky,0.0,D
2014,Mercer,West Virginia,0.04556570524347263,D
2014,Hyde,North Carolina,0.0,I
2014,Warren,Pennsylvania,0.0,R
2014,Butte,California,0.0,D
2014,Bullitt,Kentucky,0.0,D
2014,Wyoming,New York,0.0019923720612512095,D
2014,Rich,Utah,0.0,R
2014,Franklin,Florida,0.0733750504642713,R
2014,Steuben,New York,0.006317302329572268,D
2014,Harney,Oregon,0.0,D
2014,Atchison,Kansas,0.02714489437203595,R
2014,Manistee,Michigan,0.0,R
2014,Sullivan,Missouri,0.0,D
2014,Sherman,Oregon,0.0,D
2014,Pickens,South Carolina,0.0,R
2014,Albany,New York,0.00037349498498097437,D
2014,Hickman,Kentucky,0.0,D
2014,Buena Vista,Iowa,0.0,R
2014,Lee,South Carolina,0.0,R
2014,Jackson,North Carolina,0.0,I
2014,Powell,Kentucky,0.0,D
2014,Santa Cruz,California,0.0005357473599135457,D
2014,Graham,Kansas,0.0,R
2014,Addison,Vermont,0.0,D
2014,Franklin,New York,0.10263491826528327,D
2014,Outagamie,Wisconsin,0.0,R
2014,Decatur,Kansas,0.18459119496855345,R
2014,Cabell,West Virginia,0.0,D
2014,Swift,Minnesota,0.0,I
2014,Warren,Kentucky,0.0,D
2014,Todd,Minnesota,0.0,I
2014,Lycoming,Pennsylvania,0.0005298783453665535,R
2014,Baker,Oregon,0.0,D
2014,Adair,Missouri,0.0,D
2014,Breckinridge,Kentucky,0.0,D
2014,Alpine,California,0.0,D
2014,Putnam,Missouri,0.0,D
2014,Lewis,New York,0.008537834805093429,D
2014,St. Charles,Louisiana,0.0,R
2014,Labette,Kansas,0.0,R
2014,Meade,Kansas,0.0,R
2014,Mingo,West Virginia,0.0009482567879381737,D
2014,Anoka,Minnesota,0.0,I
2014,Finney,Kansas,0.0,R
2014,Morris,Kansas,0.0,R
2014,Kent,Michigan,0.0,R
2014,Davis,Utah,0.0,R
2014,Coos,Oregon,0.00033239974146686776,D
2014,Allegheny,Pennsylvania,0.0,R
2014,Miami,Kansas,0.0,R
2014,Calloway,Kentucky,0.0,D
2014,Malheur,Oregon,0.05206470331067923,D
2014,Conejos,Colorado,0.0,D
2014,Burke,North Carolina,0.0,I
2014,Essex,Vermont,0.0,D
2014,Clinton,Michigan,0.0,R
2014,Columbia,Washington,0.0,D
2014,Meeker,Minnesota,0.0,I
2014,Carlton,Minnesota,0.0,I
2014,Calhoun,Michigan,0.0,R
2014,Fremont,Colorado,0.0,D
2014,Baca,Colorado,0.0,D
2014,Menominee,Michigan,0.0,R
2014,Brown,Kansas,0.13330722537693362,R
2014,Pettis,Missouri,0.012751522004704837,D
2014,Clallam,Washington,0.0,D
2014,Bremer,Iowa,0.0,R
2014,Eau Claire,Wisconsin,0.0,R
2014,Wahkiakum,Washington,0.0,D
2014,Pratt,Kansas,0.0,R
2014,Nicholas,West Virginia,0.0,D
2014,Grundy,Missouri,0.14440072639225182,D
2014,Asotin,Washington,0.0,D
2014,Anderson,South Carolina,0.0,R
2014,Clearwater,Minnesota,0.0,I
2014,Wilkes,North Carolina,0.0,I
2014,Shannon,Missouri,0.0,D
2014,Calhoun,South Carolina,0.0,R
2014,Siskiyou,California,0.0,D
2014,Delaware,Iowa,0.0,R
2014,Lincoln,Kentucky,0.09982668008498267,D
2014,Columbus,North Carolina,0.0,I
2014,Northampton,North Carolina,0.0,I
2014,Oneida,New York,0.002179197142559598,D
2014,Geary,Kansas,0.01047306771361391,R
2014,Ottawa,Kansas,0.0,R
2014,Daviess,Missouri,0.0,D
2014,La Plata,Colorado,0.0,D
2014,Spencer,Kentucky,0.0,D
2014,Montgomery,Maryland,0.0,D
2014,Newaygo,Michigan,0.0,R
2014,Washington,North Carolina,0.015951835747549336,I
2014,Gulf,Florida,0.0,R
2014,Kent,Maryland,0.0,D
2014,Mineral,West Virginia,0.046037513197938015,D
2014,Morgan,Utah,0.0,R
2014,Mason,Michigan,0.0,R
2014,Eddy,New Mexico,0.0,R
2014,Forest,Wisconsin,0.0,R
2014,Lucas,Iowa,0.0,R
2014,Wichita,Kansas,0.0,R
2014,Carter,Kentucky,0.0,D
2014,Schoharie,New York,0.0,D
2014,Carroll,Iowa,0.0,R
2014,Gadsden,Florida,0.0,R
2014,Sampson,North Carolina,0.0,I
2014,Schuyler,Missouri,0.0,D
2014,Fleming,Kentucky,0.0,D
2014,Ste. Genevieve,Missouri,0.0,D
2014,Douglas,Washington,0.0,D
2014,Grundy,Iowa,0.0,R
2014,Josephine,Oregon,0.0,D
2014,Cowley,Kansas,0.0,R
2014,Guilford,North Carolina,0.00020532963438774367,I
2014,Lee,North Carolina,0.0,I
2014,Wheeler,Oregon,0.0,D
2014,Assumption,Louisiana,0.0,R
2014,Lee,Kentucky,0.0,D
2014,Montrose,Colorado,0.0,D
2014,Berkeley,South Carolina,0.0,R
2014,Franklin,Kansas,0.027690251121932588,R
2014,Okaloosa,Florida,0.0,R
2014,East Baton Rouge,Louisiana,0.0,R
2014,Greenville,South Carolina,0.0,R
2014,Pike,Missouri,0.0715312724658519,D
2014,Nassau,Florida,0.0,R
2014,Wallace,Kansas,0.0,R
2014,Laurel,Kentucky,0.0,D
2014,Magoffin,Kentucky,0.0,D
2014,Boone,Iowa,0.0,R
2014,Hubbard,Minnesota,0.0,I
2014,Somerset,Maryland,0.0,D
2014,Harper,Kansas,0.0,R
2014,Larimer,Colorado,0.00023674464394543153,D
2014,Douglas,Wisconsin,0.0007964854033569764,R
2014,Washington,Vermont,0.0,D
2014,Winnebago,Iowa,0.0,R
2014,Orleans,Vermont,0.0021056377709896498,D
2014,Franklin,Maine,0.0,R
2014,Louisa,Iowa,0.0,R
2014,Alachua,Florida,0.007399083894759377,R
2014,Klickitat,Washington,0.0,D
2014,Ralls,Missouri,0.2265866094190259,D
2014,Menifee,Kentucky,0.0,D
2014,Tyler,West Virginia,0.0,D
2014,Waseca,Minnesota,0.0,I
2014,Morris,New Jersey,0.0,R
2014,Benton,Minnesota,0.0,I
2014,Benzie,Michigan,0.0,R
2014,Putnam,Florida,0.02461645055923983,R
2014,Mitchell,North Carolina,0.0,I
2014,York,Maine,0.0045886762602837805,R
2014,Monroe,Iowa,0.0,R
2014,Madison,New York,0.0,D
2014,Genesee,New York,0.011155591820082616,D
2014,Stevens,Kansas,0.0,R
2014,Lafayette,Louisiana,0.00015931145980434193,R
2014,Franklin,Louisiana,0.0,R
2014,Randolph,North Carolina,0.0,I
2014,Hudson,New Jersey,0.0,R
2014,Leavenworth,Kansas,0.0,R
2014,Pitt,North Carolina,0.0,I
2014,Richmond,North Carolina,0.0,I
2014,Del Norte,California,0.039534062830921285,D
2014,Fayette,Kentucky,0.0,D
2014,Windham,Connecticut,0.00028725876792102997,D
2014,Woodson,Kansas,0.0,R
2014,Queen Anne's,Maryland,0.0,D
2014,Union,New Mexico,0.0,R
2014,Dunn,Wisconsin,0.0,R
2014,New Haven,Connecticut,0.0,D
2014,Taylor,Wisconsin,0.0,R
2014,Warren,New Jersey,0.0,R
2014,Lenoir,North Carolina,0.0,I
2014,Iberia,Louisiana,0.0,R
2014,Madison,Florida,0.0,R
2014,Williamsburg,South Carolina,0.07165241527510409,R
2014,Bienville,Louisiana,0.12668787327966763,R
2014,Morgan,Missouri,0.0,D
2014,King,Washington,7.690005834373992e-06,D
2014,Mitchell,Kansas,0.14049614482065034,R
2014,Kandiyohi,Minnesota,0.0,I
2014,Ford,Kansas,0.0,R
2014,St. Louis City,Missouri,0.0,D
2014,Chippewa,Minnesota,0.0,I
2014,Delta,Colorado,0.0,D
2014,York,Pennsylvania,0.0,R
2014,Barry,Missouri,0.0,D
2014,Doddridge,West Virginia,0.0,D
2014,Merrimack,New Hampshire,0.00029058442595206315,D
2014,El Dorado,California,0.000308872676505291,D
2014,Mecklenburg,North Carolina,0.0,I
2014,Burnett,Wisconsin,0.0,R
2014,Crowley,Colorado,0.0,D
2014,Houston,Minnesota,0.0,I
2014,Lincoln,West Virginia,0.0,D
2014,Monroe,New York,0.0,D
2014,Calhoun,Florida,0.0,R
2014,Jasper,Missouri,0.0,D
2014,Clay,Missouri,0.004074057308406138,D
2014,Wyandotte,Kansas,0.0,R
2014,Walton,Florida,0.0,R
2014,Greene,Iowa,0.0,R
2014,Columbia,Florida,0.005680937871197645,R
2014,Henderson,North Carolina,0.0,I
2014,Clarke,Iowa,0.0,R
2014,Sheridan,Kansas,0.0,R
2014,Crawford,Kansas,0.003972819443445747,R
2014,Sandoval,New Mexico,0.004428454211167876,R
2014,Linn,Iowa,0.0,R
2014,Bay,Michigan,0.01200599307422879,R
2014,Benton,Oregon,0.00013740314753746749,D
2014,Bourbon,Kentucky,0.0,D
2014,Newberry,South Carolina,0.0,R
2014,Seward,Kansas,0.0,R
2014,Seneca,New York,0.012955265335628883,D
2014,Plaquemines,Louisiana,0.0,R
2014,Madison,Kentucky,0.0,D
2014,Vilas,Wisconsin,0.0,R
2014,Bamberg,South Carolina,0.0,R
2014,Pocahontas,Iowa,0.0,R
2014,Marion,South Carolina,0.0,R
2014,Westchester,New York,0.00021013268277008586,D
2014,Polk,North Carolina,0.0,I
2014,St. Landry,Louisiana,0.0,R
2014,Lapeer,Michigan,0.0,R
2014,Grant,Washington,0.007658482726930416,D
2014,Tangipahoa,Louisiana,0.0,R
2014,Yadkin,North Carolina,0.1461799893915879,I
2014,Marion,Florida,0.0016641464093822356,R
2014,Litchfield,Connecticut,0.0,D
2014,Somerset,New Jersey,0.0,R
2014,Callaway,Missouri,0.0,D
2014,Brunswick,North Carolina,0.0,I
2014,Wetzel,West Virginia,0.0,D
2014,Clay,Iowa,0.0,R
2014,Stanton,Kansas,0.0,R
2014,Kane,Utah,0.0,R
2014,Haskell,Kansas,0.004156923876331515,R
2014,Knox,Missouri,0.0,D
2014,Benton,Washington,0.0,D
2014,Bates,Missouri,0.0,D
2014,Waupaca,Wisconsin,0.0,R
2014,Henderson,Kentucky,0.0,D
2014,Ozark,Missouri,0.0,D
2014,Polk,Florida,0.00476577722641026,R
2014,Snyder,Pennsylvania,0.0,R
2014,Clinton,Iowa,0.0,R
2014,Cherokee,Kansas,0.0,R
2014,Benton,Missouri,0.0,D
2014,Le Sueur,Minnesota,0.0,I
2014,Madison,North Carolina,0.0,I
2014,Warren,North Carolina,0.033170416157550495,I
2014,Morgan,West Virginia,0.0,D
2014,Trempealeau,Wisconsin,0.0,R
2014,Ozaukee,Wisconsin,0.0,R
2014,Dade,Missouri,0.0,D
2014,Craven,North Carolina,6.854175402380415e-05,I
2014,Barron,Wisconsin,0.0,R
2014,Grand,Utah,0.0,R
2014,St. Charles,Missouri,0.0,D
2014,Marlboro,South Carolina,0.0,R
2014,Isanti,Minnesota,0.0,I
2014,Gilchrist,Florida,0.0,R
2014,Luzerne,Pennsylvania,4.613078076346442e-05,R
2014,Otsego,New York,0.0,D
2014,Pacific,Washington,0.0,D
2014,Luna,New Mexico,0.0,R
